<<<<<<< HEAD
URL,Product Title,Product Title ZH,Option Name,Option Name ZH,Variant URL,Price,Price CNY,Price CAD,Shipping CAD,Final CAD,Media Folder,Main Images,Detail Images,Catalogue Images
https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281643&upStreamPrice=5690,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,黑色（6094送国旗）,黑色（6094送国旗）,https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&upStreamPrice=5690,,0,0,0,0,product_1_6094cs---,0,30,0
https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281643&upStreamPrice=5690,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,黑色蟒纹（6094送国旗）,黑色蟒纹（6094送国旗）,https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&upStreamPrice=5690&skuId=5016127281644,,0,0,0,0,product_1_6094cs---,0,30,0
https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281643&upStreamPrice=5690,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,沙漠数码（6094送国旗）,沙漠数码（6094送国旗）,https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281647&upStreamPrice=5690,,0,0,0,0,product_1_6094cs---,0,30,0
https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281643&upStreamPrice=5690,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,荒漠蟒纹（6094送国旗）,荒漠蟒纹（6094送国旗）,https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281647&upStreamPrice=5690,,0,0,0,0,product_1_6094cs---,0,30,0
https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281643&upStreamPrice=5690,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,军绿（6094送国旗）,军绿（6094送国旗）,https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281649&upStreamPrice=5690,,0,0,0,0,product_1_6094cs---,0,30,0
https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281643&upStreamPrice=5690,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,沙色（6094送国旗）,沙色（6094送国旗）,https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281650&upStreamPrice=5690,,0,0,0,0,product_1_6094cs---,0,30,0
https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281643&upStreamPrice=5690,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,三沙迷彩（6094送国旗）,三沙迷彩（6094送国旗）,https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281650&upStreamPrice=5690,,0,0,0,0,product_1_6094cs---,0,30,0
https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281643&upStreamPrice=5690,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,暗夜迷彩（6094送国旗）,暗夜迷彩（6094送国旗）,https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281652&upStreamPrice=5690,,0,0,0,0,product_1_6094cs---,0,30,0
https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281643&upStreamPrice=5690,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,虎斑迷彩（6094送国旗）,虎斑迷彩（6094送国旗）,https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281653&upStreamPrice=5690,,0,0,0,0,product_1_6094cs---,0,30,0
https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281643&upStreamPrice=5690,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,6094战术背心战术马甲CS 户外野营组合背心 战狼野战作训战术背心-淘宝网,CP（6094送国旗）,CP（6094送国旗）,https://item.taobao.com/item.htm?from=cart&id=719244198696&mi_id=00001vTYijl0U83yyU_evtt_lS2GW4b5IUKC_5zSBHYMbKU&skuId=5016127281654&upStreamPrice=5690,,0,0,0,0,product_1_6094cs---,0,30,0
