id,name,price_cny,price_cad,margin,status
695c396eb3a75d879c6d4215,7-Color Luminous Suppressor - FDE,185,67.99,29.90,Active
695c396e8b911985b170ecbb,7-Color Luminous Suppressor - Black,185,67.99,29.90,Active
695c396d8b911985b170e7c0,"Specifications: Compatible with DJI, Insta360, and other universal adapter interfaces",158,59.99,30.50,Active
695c396d9b81574973a9ba2a,FDE NGD FPS,158,59.99,30.50,Active
695c396d28a735d44710b60c,Black NGD FPS,158,59.99,30.50,Active
695c396c9f7a567135570da7,OD Green Goggle Set (1 Lens),58,27.99,30.30,Active
695c396cce97e160f9a7bc13,Tan Goggle Set (1 Lens),58,27.99,30.30,Active
695c396c3b00921b6acb7fc4,Black Goggle Set (1 Lens),58,27.99,30.30,Active
695c396b9f7a567135570811,OD Green Goggle Set (3 Lenses),85,35.99,29.30,Active
695c396b1e9722c9bf361647,Tan Goggle Set (3 Lenses),85,35.99,29.30,Active
695c396ace1739befd606027,Black Goggle Set (3 Lenses),85,35.99,29.30,Active
695c396afb902a401f01d16d,Black (Anti-Fog),115,45.99,30.10,Active
695c396ace1739befd605669,Tan - UNITY EXPS,38,21.99,31.20,Active
695c3969a1a7215250411853,Tan Low Profile - UNITY FAST,68,30.99,29.90,Active
695c396912bb85c5f2423291,Black Low Profile - UNITY FAST,68,30.99,29.90,Active
695c3969ce1739befd6035bc,Tan High Profile - UNITY FAST,68,30.99,29.90,Active
695c3968f7c4633092c175a1,Black High Profile - UNITY FAST,68,30.99,29.90,Active
695c39682a4e1cd21b36e42d,FDE High Profile - GBRS Hydra Mount,128,49.99,29.90,Active
695c39683b63f2dd23973d33,Black High Profile - GBRS Hydra Mount,128,49.99,29.90,Active
695c39675dd70f968409657f,Tan Low Profile - GBRS Hydra Mount,128,49.99,29.90,Active
695c39672bad95469c8f5418,Black Low Profile - GBRS Hydra Mount,128,49.99,29.90,Active
695c3966e6dc40497345de88,MST2011 Mount - Silver,84,35.99,29.80,Active
695c39661e9722c9bf35c516,MST2011 Mount - Gold,84,35.99,29.80,Active
695c39668b911985b1702a7d,MST2011 Mount (Engraved) - Silver,84,35.99,29.80,Active
695c39653b63f2dd2397083c,MST2011 Mount (Engraved) - Black,84,35.99,29.80,Active
695c39653b63f2dd239707ad,MST2011 Mount (Engraved) - Grey,84,35.99,29.80,Active
695c3965c3a1704a567b3b78,Midland MIL Dual Plug - Z-Tactical Compatible Only,50,24.99,29.20,Active
695c39641d735f55f780b8c7,Icom IC Dual Plug - Z-Tactical Compatible Only,88,36.99,29.40,Active
695c3964713127c964aea801,Yaesu YA Single Plug - Z-Tactical Compatible Only,88,36.99,29.40,Active
695c3964713127c964aea23d,Motorola M2 Dual Plug - Z-Tactical Compatible Only,50,24.99,29.20,Active
695c3963b3a75d879c6d0066,Motorola M1 Single Plug - Z-Tactical Compatible Only,88,36.99,29.40,Active
695c3963bd3270258c78cd05,"Kenwood Connector, compatible only with Z-Tactical",50,24.99,29.20,Active
695c3961fb902a401f01897a,CP Camo,16,14.99,31.70,Active
695c39609f7a567135567b62,Cordura Coyote Brown CB,53,25.99,29.30,Active
695c3960612ae4b6298824d8,Cordura Ranger Green RG,53,25.99,29.30,Active
695c3960ce97e160f9a715ca,Cordura Wolf Grey WG,53,25.99,29.30,Active
695c395f1d735f55f780836d,Cordura Black BK,53,25.99,29.30,Active
695c395fa1a721525040d69e,Cordura Night Camo BCP,63,28.99,29.00,Active
695c395f37eef90c93e9a288,Cordura MC Camo CP Camo,63,28.99,29.00,Active
695c395ef7c4633092c12cfb,"For sets or models, please contact customer service or visit the store.",25,16.99,28.50,Active
695c395e612ae4b62987e604,Smoke Grenade Single Pendant [Tan],54,26.99,30.90,Active
695c395ebd3270258c78c2a3,Smoke Grenade Single Pendant [Black],25,16.99,28.50,Active
695c395bfc2883b56427225d,Grenade Single Pendant [Tan],25,16.99,28.50,Active
695c395ae6dc40497345a194,Grenade Single Pendant [Black],25,16.99,28.50,Active
695c395aa1a72152504063a2,Wrench + 2 Sets O-rings,800,262.99,30.00,Active
695c3959612ae4b62987a1a2,"Grey-Black Knee, Elbow, and Palm Pads (110-150 lbs)",700,230.99,30.00,Active
695c3958612ae4b62987a11e,Unbranded Black Knee Pads (110-160 lbs),700,230.99,30.00,Active
695c3958bde2c63e6cecdf52,Kufeng Knee Pads & Elbow Pads 150-210,700,230.99,30.00,Active
695c3954aae7b5b062025e2d,Tan - Full Function Red Laser + M300A + Constant On Dual Control Pressure Switch Included Battery + Charger,1000,325.99,30.00,Active
695c39546e9e39d7e3aad369,Black - Full Function Red Laser + M300A + Constant On Dual Control Pressure Switch Included Battery + Charger,1000,325.99,30.00,Active
695c39533b00921b6acae44a,Tan - Full Function Green Laser + M600C + Pressure Switch Included Battery + Charger,1000,325.99,30.00,Active
695c39538b911985b16e77c5,Black - Full Function Green Laser + M300A + Pressure Switch Included Battery + Charger,1000,325.99,30.00,Active
695c39523b63f2dd239689b2,Tan - Full Function Red Laser + M600C + Pressure Switch Included Battery + Charger,1000,325.99,30.00,Active
695c3952e6dc40497345711f,Black - Full Function Red Laser + M600C + Pressure Switch Included Battery + Charger,1000,325.99,30.00,Active
695c3952612ae4b629874cab,Black - Full Function Red Laser + M300A + Pressure Switch Included Battery + Charger,1000,325.99,30.00,Active
695c394dfb902a401f00cfb5,Black BK (Standard Model),100,40.99,29.70,Active
695c394c913f62399c0d472d,20MM Rail Cable Management [Blue x3],600,198.99,29.80,Active
695c394c9f7a5671355504db,20MM Rail Cable Management [Red x3],600,198.99,29.80,Active
695c394afc2883b56426e5f9,20MM Rail Cable Management [Black x3],600,198.99,29.80,Active
695c3949713127c964acbdf0,20MM Rail Cable Management [Blue x1],600,198.99,29.80,Active
695c39489f7a56713554ab88,20MM Rail Cable Management [Tan x1],600,198.99,29.80,Active
695c3948fb902a401f00728c,20MM Rail Cable Management [Green x3],600,198.99,29.80,Active
695c3933ce1739befd5eda5d,Honeycomb Rainbow Tracer Suppressor,225,80.99,30.20,Active
695c39332bad95469c8e6e41,Oppressor Rainbow Tracer Suppressor,225,80.99,30.20,Active
695c39332bad95469c8e625b,Rainbow SLR Tracer Suppressor,185,67.99,29.90,Active
695c3931fc2883b564267038,Flamethrower Pig Tracer Suppressor,135,51.99,29.70,Active
695c392f2bad95469c8e463c,GoldBrown-UNITY EXPS,38,21.99,31.20,Active
695c392e612ae4b62985bcf9,Black-UNITY EXPS,38,21.99,31.20,Active
695c392efb902a401fff474c,GoldBrownLow Profile-UNITY FAST,68,30.99,29.90,Active
695c392d8b911985b16af07a,BlackLow Profile-UNITY FAST,68,30.99,29.90,Active
695c392d713127c964aadee8,GoldBrown高款-UNITY FAST,68,30.99,29.90,Active
695c392d9b81574973a8d325,Black高款-UNITY FAST,68,30.99,29.90,Active
695c392cce97e160f9a3ae42,Sand高款-GBRS Hydra Mount九头蛇,128,49.99,29.90,Active
695c392cfb902a401fff2231,Black高款-GBRS Hydra Mount九头蛇,128,49.99,29.90,Active
695c392be6dc404973435e73,GoldBrownLow Profile-GBRS Hydra Mount九头蛇,128,49.99,29.90,Active
695c392bce1739befd5e1698,BlackLow Profile-GBRS Hydra Mount九头蛇,128,49.99,29.90,Active
695c392a3b00921b6ac9e54d,MST2011井Silver,84,35.99,29.80,Active
695c392ace97e160f9a39755,MST2011井-Gold,84,35.99,29.80,Active
695c392af7c4633092bf62c0,MST2011井（刻字款）-Silver,84,35.99,29.80,Active
695c3929f7c4633092bf6239,MST2011井（刻字款）-Black,84,35.99,29.80,Active
695c3929f7c4633092bf6008,MST2011井（刻字款）-Grey,84,35.99,29.80,Active
695c3929612ae4b6298570f9,MST2011 Magwell (Eng,56,26.99,29.50,Active
695c39281e9722c9bf340b91,MST2011 Base Plate - Grey,56,26.99,29.50,Active
695c39281e9722c9bf3408b8,MST2011 Base Plate - Red,56,26.99,29.50,Active
695c3928c71160ba198bd893,MST2011 Base Plate - Silver,56,26.99,29.50,Active
695c3927bde2c63e6ce94869,MST2011 Base Plate - Black,56,26.99,29.50,Active
