id,name,price_cny,price_cad,margin,status
695c3971bd3270258c79281f,Black / Small,28,17.99,28.70,Active
695c39711d735f55f7810591,Black / Large,31,18.99,29.00,Active
695c39712bad95469c8f8d75,Tan / Short,28,17.99,28.70,Active
695c397028a735d44710eca8,Tan / Small,28,17.99,28.70,Active
695c39701e9722c9bf368aeb,Tan / Large,31,18.99,29.00,Active
695c39702a4e1cd21b3772c5,OD Green / Short,28,17.99,28.70,Active
695c396f1e9722c9bf3670c1,OD Green / Small,28,17.99,28.70,Active
695c396f9f7a567135572c92,OD Green / Large,31,18.99,29.00,Active
695c396eb3a75d879c6d4215,7-Color Luminous Suppressor - FDE,185,67.99,29.90,Active
695c396e8b911985b170ecbb,7-Color Luminous Suppressor - Black,185,67.99,29.90,Active
695c396d8b911985b170e7c0,"Specifications: Compatible with DJI, Insta360, and other universal adapter interfaces",158,59.99,30.50,Active
695c396d9b81574973a9ba2a,FDE NGD FPS,158,59.99,30.50,Active
695c396d28a735d44710b60c,Black NGD FPS,158,59.99,30.50,Active
695c396c9f7a567135570da7,OD Green Goggle Set (1 Lens),58,27.99,30.30,Active
695c396cce97e160f9a7bc13,Tan Goggle Set (1 Lens),58,27.99,30.30,Active
695c396c3b00921b6acb7fc4,Black Goggle Set (1 Lens),58,27.99,30.30,Active
695c396b9f7a567135570811,OD Green Goggle Set (3 Lenses),85,35.99,29.30,Active
695c396b1e9722c9bf361647,Tan Goggle Set (3 Lenses),85,35.99,29.30,Active
695c396ace1739befd606027,Black Goggle Set (3 Lenses),85,35.99,29.30,Active
695c396afb902a401f01d16d,Black (Anti-Fog),115,45.99,30.10,Active
695c396ace1739befd605669,Tan - UNITY EXPS,38,21.99,31.20,Active
695c3969a1a7215250411853,Tan Low Profile - UNITY FAST,68,30.99,29.90,Active
695c396912bb85c5f2423291,Black Low Profile - UNITY FAST,68,30.99,29.90,Active
695c3969ce1739befd6035bc,Tan High Profile - UNITY FAST,68,30.99,29.90,Active
695c3968f7c4633092c175a1,Black High Profile - UNITY FAST,68,30.99,29.90,Active
695c39682a4e1cd21b36e42d,FDE High Profile - GBRS Hydra Mount,128,49.99,29.90,Active
695c39683b63f2dd23973d33,Black High Profile - GBRS Hydra Mount,128,49.99,29.90,Active
695c39675dd70f968409657f,Tan Low Profile - GBRS Hydra Mount,128,49.99,29.90,Active
695c39672bad95469c8f5418,Black Low Profile - GBRS Hydra Mount,128,49.99,29.90,Active
695c3966e6dc40497345de88,MST2011 Mount - Silver,84,35.99,29.80,Active
695c39661e9722c9bf35c516,MST2011 Mount - Gold,84,35.99,29.80,Active
695c39668b911985b1702a7d,MST2011 Mount (Engraved) - Silver,84,35.99,29.80,Active
695c39653b63f2dd2397083c,MST2011 Mount (Engraved) - Black,84,35.99,29.80,Active
695c39653b63f2dd239707ad,MST2011 Mount (Engraved) - Grey,84,35.99,29.80,Active
695c3965c3a1704a567b3b78,Midland MIL Dual Plug - Z-Tactical Compatible Only,50,24.99,29.20,Active
695c39641d735f55f780b8c7,Icom IC Dual Plug - Z-Tactical Compatible Only,88,36.99,29.40,Active
695c3964713127c964aea801,Yaesu YA Single Plug - Z-Tactical Compatible Only,88,36.99,29.40,Active
695c3964713127c964aea23d,Motorola M2 Dual Plug - Z-Tactical Compatible Only,50,24.99,29.20,Active
695c3963b3a75d879c6d0066,Motorola M1 Single Plug - Z-Tactical Compatible Only,88,36.99,29.40,Active
695c3963bd3270258c78cd05,"Kenwood Connector, compatible only with Z-Tactical",50,24.99,29.20,Active
695c3963f7c4633092c137f4,One Size / Full MC Camo Set (85-125cm),233,82.99,29.80,Active
695c3962713127c964ae65b2,One Size / Full Khaki Set (85-125cm),233,82.99,29.80,Active
695c39623f54f8d4dc74d750,One Size / Full OD Green Set (85-125cm),233,82.99,29.80,Active
695c39618b911985b16fdf0e,One Size / Full Black Set (85-125cm),233,82.99,29.80,Active
695c3961fb902a401f01897a,CP Camo,16,14.99,31.70,Active
695c39609f7a567135567b62,Cordura Coyote Brown CB,53,25.99,29.30,Active
695c3960612ae4b6298824d8,Cordura Ranger Green RG,53,25.99,29.30,Active
695c3960ce97e160f9a715ca,Cordura Wolf Grey WG,53,25.99,29.30,Active
695c395f1d735f55f780836d,Cordura Black BK,53,25.99,29.30,Active
695c395fa1a721525040d69e,Cordura Night Camo BCP,63,28.99,29.00,Active
695c395f37eef90c93e9a288,Cordura MC Camo CP Camo,63,28.99,29.00,Active
695c395ef7c4633092c12cfb,"For sets or models, please contact customer service or visit the store.",25,16.99,28.50,Active
695c395e612ae4b62987e604,Smoke Grenade Single Pendant [Tan],54,26.99,30.90,Active
695c395ebd3270258c78c2a3,Smoke Grenade Single Pendant [Black],25,16.99,28.50,Active
695c395bfc2883b56427225d,Grenade Single Pendant [Tan],25,16.99,28.50,Active
695c395ae6dc40497345a194,Grenade Single Pendant [Black],25,16.99,28.50,Active
695c395aa1a72152504063a2,Wrench + 2 Sets O-rings,800,262.99,30.00,Active
695c3959e4ecfd80d0fd6894,Tan,1000,325.99,30.00,Active
695c3959bde2c63e6cecf1a0,Black,23,16.99,30.70,Active
695c3959612ae4b62987a1a2,"Grey-Black Knee, Elbow, and Palm Pads (110-150 lbs)",700,230.99,30.00,Active
695c3958612ae4b62987a11e,Unbranded Black Knee Pads (110-160 lbs),700,230.99,30.00,Active
695c3958bde2c63e6cecdf52,Kufeng Knee Pads & Elbow Pads 150-210,700,230.99,30.00,Active
695c3958913f62399c0d8faa,"L Adult (105.5-125 kg) / 1 pc Honeycomb Extended Sports Arm Sleeve, White",27,17.99,29.80,Active
695c3957aae7b5b062027f61,"L Adult (105.5-125 kg) / 1 pc Honeycomb Extended Sports Arm Sleeve, Black",27,17.99,29.80,Active
695c3957f7c4633092c0de3d,"M Adult (85.5-105 kg) / 2 pcs Honeycomb Extended Sports Arm Sleeve, White",27,17.99,29.80,Active
695c3956bde2c63e6ceca669,"Size M (Adult, 188-231 lbs) / 2 Honeycomb Extended Sports Arm Sleeves, Black",27,17.99,29.80,Active
695c3956e4ecfd80d0fd548a,"Size S (Adult, 166-187 lbs) / 2 Honeycomb Extended Sports Arm Sleeves, White",27,17.99,29.80,Active
695c39551d735f55f780354d,"Size S (Adult, 166-187 lbs) / 2 Honeycomb Extended Sports Arm Sleeves, Black",27,17.99,29.80,Active
695c395537eef90c93e8d67f,"Size XS (Adult, 133-165 lbs) / 1 Honeycomb Extended Sports Arm Sleeve, White",27,17.99,29.80,Active
695c3955612ae4b629877a6d,"Size XS (Adult, 133-165 lbs) / 2 Honeycomb Extended Sports Arm Sleeves, Black",27,17.99,29.80,Active
695c3954e6dc40497345a0f1,"Size XXS (Adult, 99-132 lbs) / 2 Honeycomb Extended Sports Arm Sleeves, White",27,17.99,29.80,Active
695c3954aae7b5b062025e2d,Tan - Full Function Red Laser + M300A + Constant On Dual Control Pressure Switch Included Battery + Charger,1000,325.99,30.00,Active
695c39546e9e39d7e3aad369,Black - Full Function Red Laser + M300A + Constant On Dual Control Pressure Switch Included Battery + Charger,1000,325.99,30.00,Active
695c39533b00921b6acae44a,Tan - Full Function Green Laser + M600C + Pressure Switch Included Battery + Charger,1000,325.99,30.00,Active
695c39538b911985b16e77c5,Black - Full Function Green Laser + M300A + Pressure Switch Included Battery + Charger,1000,325.99,30.00,Active
695c39523b63f2dd239689b2,Tan - Full Function Red Laser + M600C + Pressure Switch Included Battery + Charger,1000,325.99,30.00,Active
695c3952e6dc40497345711f,Black - Full Function Red Laser + M600C + Pressure Switch Included Battery + Charger,1000,325.99,30.00,Active
