id,name,price_cny,price_cad,margin,status
695c3935f7c4633092c03482,Olive Drab军Green / Short,28,17.99,28.70,Active
695c3934f7c4633092c033fb,Olive Drab军Green / Small,28,17.99,28.70,Active
695c39341d735f55f77eecda,Olive Drab军Green / Large,31,18.99,29.00,Active
695c392d713127c964aadee8,GoldBrown高款-UNITY FAST,68,30.99,29.90,Active
695c392d9b81574973a8d325,Black高款-UNITY FAST,68,30.99,29.90,Active
695c392cce97e160f9a3ae42,Sand高款-GBRS Hydra Mount九头蛇,128,49.99,29.90,Active
695c392cfb902a401fff2231,Black高款-GBRS Hydra Mount九头蛇,128,49.99,29.90,Active
695c392be6dc404973435e73,GoldBrownLow Profile-GBRS Hydra Mount九头蛇,128,49.99,29.90,Active
695c392bce1739befd5e1698,BlackLow Profile-GBRS Hydra Mount九头蛇,128,49.99,29.90,Active
695c392a3b00921b6ac9e54d,MST2011井Silver,84,35.99,29.80,Active
695c392ace97e160f9a39755,MST2011井-Gold,84,35.99,29.80,Active
695c392af7c4633092bf62c0,MST2011井（刻字款）-Silver,84,35.99,29.80,Active
695c3929f7c4633092bf6239,MST2011井（刻字款）-Black,84,35.99,29.80,Active
695c3929f7c4633092bf6008,MST2011井（刻字款）-Grey,84,35.99,29.80,Active
695c38f412bb85c5f240c576,订做颜色联系客服,0,0.00,0.00,Inactive
695c38f3e3d1a0c371bd602e,CO-17-ACU（不含头盔）,0,0.00,0.00,Inactive
695c38f312bb85c5f240b3be,GreyRuins CamoCO-17-AT（不含头盔）,0,0.00,0.00,Inactive
695c38f35dd70f9684074796,BlackCP CO-17-Black Camo（不含头盔）,0,0.00,0.00,Inactive
695c38f2bde2c63e6ce8338b,BlackCO-17-BLK（不含头盔）,0,0.00,0.00,Inactive
695c38f2c71160ba19894852,CP CamoCO-17-CP（不含头盔）,0,0.00,0.00,Inactive
695c38f2c71160ba19893e3d,Khaki色CO-17-KHA（不含头盔）,0,0.00,0.00,Inactive
695c38f18b911985b16590f4,青Ruins CamoCO-17-FG（不含头盔）,0,0.00,0.00,Inactive
695c38f0713127c964a6582f,德斑花CO-17-FL（不含头盔）,0,0.00,0.00,Inactive
695c38f0c71160ba19892b87,大花蟒纹CO-17-MA（不含头盔）,0,0.00,0.00,Inactive
695c38ef9cd3039a827a65c0,军GreenCO-17-OLV（不含头盔）,0,0.00,0.00,Inactive
695c38ef8b911985b1655dfc,Black蟒纹CO-17-TY（不含头盔）,0,0.00,0.00,Inactive
695c38efb3a75d879c68ef80,四色大花CO-17-WL（不含头盔）,0,0.00,0.00,Inactive
695c38e93b63f2dd2393d8ec,对讲机除外到手如图80/230斤,0,0.00,0.00,Inactive
695c38e98b911985b164ae50,4.5mm防AK2.3kg 一片,0,0.00,0.00,Inactive
695c38e83b00921b6ac7dffd,2.3mm防手枪微冲1.3kg 一片,0,0.00,0.00,Inactive
695c38e72bad95469c8a994e,1.8mm防剌1kg 一片,0,0.00,0.00,Inactive
695c38e7f4bf2f7ec15c6a30,cp 8件套,0,0.00,0.00,Inactive
695c38e6d745a52eda0e01b2,cp 7件套,0,0.00,0.00,Inactive
695c38e6fb902a401ffc9487,cp 6件套,0,0.00,0.00,Inactive
695c38e55dd70f968406d4d0,cp 五件套,0,0.00,0.00,Inactive
695c38e5e3d1a0c371bd0d27,cp 快拆主体+三联包,0,0.00,0.00,Inactive
695c38e5c71160ba1988a23b,cp 快拆主体,0,0.00,0.00,Inactive
695c38e44e794334fd8e8cc6,8件套,0,0.00,0.00,Inactive
695c38e48b911985b164683d,7件套,0,0.00,0.00,Inactive
695c38e3e3d1a0c371bcfdbf,6件套,0,0.00,0.00,Inactive
695c38e38b911985b1645715,5件套,0,0.00,0.00,Inactive
695c38e3e4ecfd80d0fbbd87,快拆主体加三联包,0,0.00,0.00,Inactive
695c38e21ad01942adc6f911,快拆主体,0,0.00,0.00,Inactive
695c38e2fb902a401ffc504e,无快拆主体,0,0.00,0.00,Inactive
695c38dce3d1a0c371bc9681,米德兰MILDual插 仅支持Z-Tactical,0,0.00,0.00,Inactive
695c38da913f62399c08db32,爱慕可ICDual插 仅支持Z-Tactical,0,0.00,0.00,Inactive
695c38da2bad95469c8a20ab,八重洲YASingle插 仅支持Z-Tactical,0,0.00,0.00,Inactive
695c38d99f7a5671354e289b,摩托罗拉M2Dual插 仅支持Z-Tactical,0,0.00,0.00,Inactive
695c38d9b3a75d879c685058,摩托罗拉M1Single插 仅支持Z-Tactical,0,0.00,0.00,Inactive
695c38d98b911985b1633d71,建伍KEN头 仅支持Z-Tactical,0,0.00,0.00,Inactive
695c38d2e3d1a0c371bbecc3,【Cordura】狼BrownCoyote Brown,0,0.00,0.00,Inactive
695c38d1c3a1704a56779332,【Cordura】游骑兵GreenRanger Green,0,0.00,0.00,Inactive
695c38d1e3d1a0c371bbdceb,【Cordura】狼GreyWolf Grey,0,0.00,0.00,Inactive
695c38cfbde2c63e6ce7e5d0,如有需要Set或模型 请联系客服或进店查看哦,0,0.00,0.00,Inactive
695c38ce3f54f8d4dc725aaf,烟雾弹Single个挂件【尼色】,0,0.00,0.00,Inactive
695c38cece1739befd57c810,烟雾弹Single个挂件【Black】,0,0.00,0.00,Inactive
695c38ce3b00921b6ac72b3a,手雷Single个挂件 【尼色】,0,0.00,0.00,Inactive
