URL,Product Title,Product Title ZH,Translated Title,Option Name,Option Name ZH,Translated Option Name,Price,Price CNY,Price CAD,Shipping CAD,Final CAD,Media Folder,Main Images,Detail Images,Catalogue Images
https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,WOSPORT L4G24 夜视仪支架（铝合金版）-淘宝网,WOSPORT L4G24 夜视仪支架（铝合金版）-淘宝网,L4G24 NVG Mount (Aluminum Version),HL-ACC-73-T,HL-ACC-73-T 金属泥色,Metal Tan,,0,0,0,0,product_1_wosport-l4g24--,1,27,0
https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,WOSPORT L4G24 夜视仪支架（铝合金版）-淘宝网,WOSPORT L4G24 夜视仪支架（铝合金版）-淘宝网,L4G24 NVG Mount (Aluminum Version),HL-ACC-73-BK,HL-ACC-73-BK 金属黑色,Metal Black,,0,0,0,0,product_1_wosport-l4g24--,1,27,0
https://item.taobao.com/item.htm?from=cart&id=911159245418&mi_id=0000DamQMBEF6SyVICsEt2DG6Og9Pw3bSp_zFH2LgajJo4Y&skuId=5940060162282&spm=a1z0d.6639537%2F202410.item.d911159245418.5b4b74841fAyC5&upStreamPrice=3190,战术多功能手雷模型装备包 手榴弹道具molle同尺寸弹力收纳附件包-淘宝网,战术多功能手雷模型装备包 手榴弹道具molle同尺寸弹力收纳附件包-淘宝网,Tactical Multi-Purpose MOLLE Grenade Pouch,Black / BK,【考度拉】黑色 BK,Cordura Black,,0,0,0,0,product_2_-molle-,1,25,0
https://item.taobao.com/item.htm?from=cart&id=911159245418&mi_id=0000DamQMBEF6SyVICsEt2DG6Og9Pw3bSp_zFH2LgajJo4Y&skuId=5940060162282&spm=a1z0d.6639537%2F202410.item.d911159245418.5b4b74841fAyC5&upStreamPrice=3190,战术多功能手雷模型装备包 手榴弹道具molle同尺寸弹力收纳附件包-淘宝网,战术多功能手雷模型装备包 手榴弹道具molle同尺寸弹力收纳附件包-淘宝网,Tactical Multi-Purpose MOLLE Grenade Pouch,Coyote Brown / CB,【考度拉】狼棕色 CB,Cordura Coyote Brown,,0,0,0,0,product_2_-molle-,1,25,0
https://item.taobao.com/item.htm?from=cart&id=911159245418&mi_id=0000DamQMBEF6SyVICsEt2DG6Og9Pw3bSp_zFH2LgajJo4Y&skuId=5940060162282&spm=a1z0d.6639537%2F202410.item.d911159245418.5b4b74841fAyC5&upStreamPrice=3190,战术多功能手雷模型装备包 手榴弹道具molle同尺寸弹力收纳附件包-淘宝网,战术多功能手雷模型装备包 手榴弹道具molle同尺寸弹力收纳附件包-淘宝网,Tactical Multi-Purpose MOLLE Grenade Pouch,Wolf Grey / WG,【考度拉】狼灰色 WG,Cordura Wolf Gray,,0,0,0,0,product_2_-molle-,1,25,0
https://item.taobao.com/item.htm?from=cart&id=911159245418&mi_id=0000DamQMBEF6SyVICsEt2DG6Og9Pw3bSp_zFH2LgajJo4Y&skuId=5940060162282&spm=a1z0d.6639537%2F202410.item.d911159245418.5b4b74841fAyC5&upStreamPrice=3190,战术多功能手雷模型装备包 手榴弹道具molle同尺寸弹力收纳附件包-淘宝网,战术多功能手雷模型装备包 手榴弹道具molle同尺寸弹力收纳附件包-淘宝网,Tactical Multi-Purpose MOLLE Grenade Pouch,Ranger Green / RG,【考度拉】游骑兵绿色 RG,Cordura Ranger Green,,0,0,0,0,product_2_-molle-,1,25,0
https://item.taobao.com/item.htm?from=cart&id=911159245418&mi_id=0000DamQMBEF6SyVICsEt2DG6Og9Pw3bSp_zFH2LgajJo4Y&skuId=5940060162282&spm=a1z0d.6639537%2F202410.item.d911159245418.5b4b74841fAyC5&upStreamPrice=3190,战术多功能手雷模型装备包 手榴弹道具molle同尺寸弹力收纳附件包-淘宝网,战术多功能手雷模型装备包 手榴弹道具molle同尺寸弹力收纳附件包-淘宝网,Tactical Multi-Purpose MOLLE Grenade Pouch,CPCamouflage,【考度拉】CP迷彩,Cordura MultiCam,,0,0,0,0,product_2_-molle-,1,25,0
https://item.taobao.com/item.htm?from=cart&id=911159245418&mi_id=0000DamQMBEF6SyVICsEt2DG6Og9Pw3bSp_zFH2LgajJo4Y&skuId=5940060162282&spm=a1z0d.6639537%2F202410.item.d911159245418.5b4b74841fAyC5&upStreamPrice=3190,战术多功能手雷模型装备包 手榴弹道具molle同尺寸弹力收纳附件包-淘宝网,战术多功能手雷模型装备包 手榴弹道具molle同尺寸弹力收纳附件包-淘宝网,Tactical Multi-Purpose MOLLE Grenade Pouch,Black Camouflage Pattern / BCP,【考度拉】暗夜迷彩 BCP,Cordura Dark Night Black Camouflage,,0,0,0,0,product_2_-molle-,1,25,0
https://item.taobao.com/item.htm?from=cart&id=914138043076&mi_id=0000LZZAyY7y9rcY9bYKwnCZN9MsPefkkGQs-qxIJfgCs30&skuId=5779984244599&spm=a1z0d.6639537%2F202410.item.d914138043076.5b4b74841fAyC5&upStreamPrice=2380,跨境新品Clay the Claymore呆萌小方块毛绒公仔节日赠礼好物-淘宝网,跨境新品Clay the Claymore呆萌小方块毛绒公仔节日赠礼好物-淘宝网,Clay the Claymore Plushie,小方块,小方块,Small Square,,0,0,0,0,product_3_clay-the-claymore-,1,16,0
https://item.taobao.com/item.htm?from=cart&id=914138043076&mi_id=0000LZZAyY7y9rcY9bYKwnCZN9MsPefkkGQs-qxIJfgCs30&skuId=5779984244599&spm=a1z0d.6639537%2F202410.item.d914138043076.5b4b74841fAyC5&upStreamPrice=2380,跨境新品Clay the Claymore呆萌小方块毛绒公仔节日赠礼好物-淘宝网,跨境新品Clay the Claymore呆萌小方块毛绒公仔节日赠礼好物-淘宝网,Clay the Claymore Plushie,20cm,20cm,20cm,,0,0,0,0,product_3_clay-the-claymore-,1,16,0
https://item.taobao.com/item.htm?from=cart&id=714880739091&mi_id=0000hoTpbsgpY237-QJJrAACfjf8_zElBv0WGGMlqhXoPOw&skuId=5054582116620&spm=a1z0d.6639537%2F202410.item.d714880739091.5b4b74841fAyC5&upStreamPrice=9800,九头蛇增高支架 UNITY战术GBRS全金属底座T1 T2 H1 H2 R5镜桥创研-淘宝网,九头蛇增高支架 UNITY战术GBRS全金属底座T1 T2 H1 H2 R5镜桥创研-淘宝网,Hydra Style Riser Mount for T1 / T2 / H1 / H2 Optics,黑色-UNITY增高 CNC高品质,黑色-UNITY增高 CNC高品质,Black - Unity Riser CNC,,0,0,0,0,product_4_-unitygbrst1-t2-h1-h2-r5-,1,21,0
https://item.taobao.com/item.htm?from=cart&id=714880739091&mi_id=0000hoTpbsgpY237-QJJrAACfjf8_zElBv0WGGMlqhXoPOw&skuId=5054582116620&spm=a1z0d.6639537%2F202410.item.d714880739091.5b4b74841fAyC5&upStreamPrice=9800,九头蛇增高支架 UNITY战术GBRS全金属底座T1 T2 H1 H2 R5镜桥创研-淘宝网,九头蛇增高支架 UNITY战术GBRS全金属底座T1 T2 H1 H2 R5镜桥创研-淘宝网,Hydra Style Riser Mount for T1 / T2 / H1 / H2 Optics,Black-UNIT,黑色-UNIT Exps增高 CNC高品质,Black EXPS Riser,,0,0,0,0,product_4_-unitygbrst1-t2-h1-h2-r5-,1,21,0
https://item.taobao.com/item.htm?from=cart&id=714880739091&mi_id=0000hoTpbsgpY237-QJJrAACfjf8_zElBv0WGGMlqhXoPOw&skuId=5054582116620&spm=a1z0d.6639537%2F202410.item.d714880739091.5b4b74841fAyC5&upStreamPrice=9800,九头蛇增高支架 UNITY战术GBRS全金属底座T1 T2 H1 H2 R5镜桥创研-淘宝网,九头蛇增高支架 UNITY战术GBRS全金属底座T1 T2 H1 H2 R5镜桥创研-淘宝网,Hydra Style Riser Mount for T1 / T2 / H1 / H2 Optics,黑色-电锯支架套装 CNC高品质,黑色-电锯支架套装 CNC高品质,Black - Chainsaw Bracket Set,,0,0,0,0,product_4_-unitygbrst1-t2-h1-h2-r5-,1,21,0
https://item.taobao.com/item.htm?from=cart&id=714880739091&mi_id=0000hoTpbsgpY237-QJJrAACfjf8_zElBv0WGGMlqhXoPOw&skuId=5054582116620&spm=a1z0d.6639537%2F202410.item.d714880739091.5b4b74841fAyC5&upStreamPrice=9800,九头蛇增高支架 UNITY战术GBRS全金属底座T1 T2 H1 H2 R5镜桥创研-淘宝网,九头蛇增高支架 UNITY战术GBRS全金属底座T1 T2 H1 H2 R5镜桥创研-淘宝网,Hydra Style Riser Mount for T1 / T2 / H1 / H2 Optics,沙色-电锯支架套装 CNC高品质,沙色-电锯支架套装 CNC高品质,Tan Chainsaw Kit,,0,0,0,0,product_4_-unitygbrst1-t2-h1-h2-r5-,1,21,0
https://item.taobao.com/item.htm?from=cart&id=714880739091&mi_id=0000hoTpbsgpY237-QJJrAACfjf8_zElBv0WGGMlqhXoPOw&skuId=5054582116620&spm=a1z0d.6639537%2F202410.item.d714880739091.5b4b74841fAyC5&upStreamPrice=9800,九头蛇增高支架 UNITY战术GBRS全金属底座T1 T2 H1 H2 R5镜桥创研-淘宝网,九头蛇增高支架 UNITY战术GBRS全金属底座T1 T2 H1 H2 R5镜桥创研-淘宝网,Hydra Style Riser Mount for T1 / T2 / H1 / H2 Optics,Brown-UNIT,棕色-UNIT Exps增高 CNC高品质,Brown EXPS Riser,,0,0,0,0,product_4_-unitygbrst1-t2-h1-h2-r5-,1,21,0
https://item.taobao.com/item.htm?from=cart&id=714880739091&mi_id=0000hoTpbsgpY237-QJJrAACfjf8_zElBv0WGGMlqhXoPOw&skuId=5054582116620&spm=a1z0d.6639537%2F202410.item.d714880739091.5b4b74841fAyC5&upStreamPrice=9800,九头蛇增高支架 UNITY战术GBRS全金属底座T1 T2 H1 H2 R5镜桥创研-淘宝网,九头蛇增高支架 UNITY战术GBRS全金属底座T1 T2 H1 H2 R5镜桥创研-淘宝网,Hydra Style Riser Mount for T1 / T2 / H1 / H2 Optics,Red-UNIT,红色-UNIT Exps增高,Red EXPS Riser,,0,0,0,0,product_4_-unitygbrst1-t2-h1-h2-r5-,1,21,0
https://item.taobao.com/item.htm?from=cart&id=714880739091&mi_id=0000hoTpbsgpY237-QJJrAACfjf8_zElBv0WGGMlqhXoPOw&skuId=5054582116620&spm=a1z0d.6639537%2F202410.item.d714880739091.5b4b74841fAyC5&upStreamPrice=9800,九头蛇增高支架 UNITY战术GBRS全金属底座T1 T2 H1 H2 R5镜桥创研-淘宝网,九头蛇增高支架 UNITY战术GBRS全金属底座T1 T2 H1 H2 R5镜桥创研-淘宝网,Hydra Style Riser Mount for T1 / T2 / H1 / H2 Optics,玫红色-UNIT Exps增高 CNC高品质,玫红色-UNIT Exps增高 CNC高品质,Red UNIT Riser,,0,0,0,0,product_4_-unitygbrst1-t2-h1-h2-r5-,1,21,0
